(3.07006e-05,-0.000180503)
(-3.92965e-05,0.000182029)
(-0.000141641,0.000420978)
(-3.13777e-05,-2.85988e-05)
(0.000309318,-0.000337792)
(0.000425672,9.53243e-05)
(0.000129763,0.000443009)
(-0.000104207,0.000197892)
(-3.37895e-05,1.47315e-05)
(-3.60739e-06,0.00014167)
(-0.000113965,0.000263717)
(-3.94922e-05,0.000405143)
(0.000185952,0.000408533)
(0.00019981,8.02749e-05)
(7.54462e-05,-6.94562e-06)
(8.70778e-05,0.000392557)
(0.000129943,0.000599371)
(7.34931e-05,0.000533683)
(5.08235e-05,0.000634725)
(7.56423e-05,0.000655168)
(2.48873e-05,0.000315198)
(-6.23788e-05,-4.56051e-06)
(-9.70667e-05,-3.24362e-05)
(-2.13525e-05,0.000165494)
(0.00011781,0.000392314)
(2.60462e-05,0.000202225)
(-0.000311292,-0.00044211)
(-0.000244314,-0.000582897)
(0.000381682,0.00023365)
(0.000657853,0.000815604)
(0.000225297,0.000335671)
(-8.12524e-05,-0.000188788)
(9.74492e-05,1.21749e-05)
(0.000222148,0.000257632)
(0.000115341,0.000158351)
(-4.01948e-05,6.72597e-06)
(-0.000270816,-0.000294641)
(-0.000449569,-0.000766705)
(-0.000349849,-0.00086892)
(-0.000115388,-0.000407557)
(1.93759e-07,6.64893e-05)
(-7.36554e-05,5.37173e-05)
(-0.000179275,-0.000158447)
(-0.000104409,-7.82742e-05)
(3.22895e-05,7.25136e-05)
(9.20102e-05,6.68505e-05)
(0.000327622,0.000334194)
(0.00043681,0.000566299)
(-0.000239646,-0.000100965)
(-0.000937618,-0.000880793)
(-0.000592136,-0.000521686)
(7.05122e-05,0.000216106)
(0.000205785,0.000316325)
(0.000280528,0.000285107)
(0.000357804,0.000374021)
(4.35051e-05,0.000118699)
(-5.79467e-05,-9.13481e-05)
(0.000532669,0.000318937)
(0.000978338,0.000717449)
(0.000643412,0.000382494)
(4.82688e-05,-0.000198562)
(-0.000246209,-0.000314503)
(-0.000336986,-0.000150292)
(-0.000396372,-0.00013017)
(-0.000324994,-0.000156448)
(-0.000158413,-6.28006e-05)
(-0.000235851,-3.67149e-05)
(-0.000549651,-0.000201258)
(-0.000593925,-0.000335068)
(-0.000268183,-0.000241582)
(-6.53641e-05,-6.35507e-05)
(-0.000281376,-6.36387e-05)
(-0.000654805,-0.000217443)
(-0.00058937,-0.000204645)
(0.0001256,7.48329e-05)
(0.000491306,0.000233176)
(-0.000163471,4.98628e-05)
(-0.000462932,-6.41316e-05)
(0.000448566,0.000135815)
(0.000741512,0.000215167)
(-0.000346232,-6.31743e-06)
(-0.000539243,-6.12194e-05)
(0.000801275,0.00016441)
(0.000917086,0.000197783)
(-0.000910965,-3.91528e-05)
(-0.0016314,-0.000122132)
(-0.000200847,3.37204e-05)
(0.000546342,0.000112411)
(-0.000517762,4.03981e-05)
(-0.0010237,-8.34727e-07)
(0.000115913,9.76326e-06)
(0.00111501,-1.66535e-06)
(0.000745795,-1.95687e-06)
(-6.26329e-05,5.26992e-06)
(-7.91291e-05,-5.23549e-05)
(0.000428621,-9.05923e-05)
(0.000221836,2.4921e-05)
(-0.000669851,0.000183508)
(-0.000877237,0.00017698)
(-0.000172121,4.71698e-05)
(0.000362694,-3.33913e-05)
(0.000561411,-8.25421e-05)
(0.000899016,-0.000160824)
(0.000940886,-0.000170684)
(0.000439808,-7.80389e-05)
(0.00017762,-1.27842e-05)
(0.000463648,-7.02379e-05)
(0.000765246,-0.000267593)
(0.000667128,-0.000413587)
(5.5733e-05,-0.00017744)
(-0.000510608,0.000205789)
(-0.000330417,0.000195849)
(-4.73675e-05,4.83495e-05)
(-0.000470697,0.000238676)
(-0.000873575,0.000440349)
(-0.000690459,0.000358915)
(-0.000402469,0.000218273)
(-8.69534e-05,5.57939e-05)
(0.000179348,-6.02831e-05)
(-0.000252676,0.000223498)
(-0.0010474,0.000712407)
(-0.00110697,0.000798973)
(-0.000309959,0.000340678)
(0.000579588,-0.000333889)
(0.000754293,-0.000565577)
(3.89719e-05,3.03212e-05)
(-0.000506159,0.000522628)
(-0.000173608,8.19967e-05)
(0.000100771,-0.000351489)
(-0.000165021,-5.34993e-05)
(-0.000251265,0.000231539)
(-0.00026628,0.00034396)
(-0.000711869,0.00077197)
(-0.000839814,0.000895112)
(-0.000123093,0.000164226)
(0.000575054,-0.000576178)
(0.000633397,-0.000622542)
(0.000438945,-0.000405861)
(0.000429518,-0.000464607)
(0.000477028,-0.000512207)
(0.00018889,-5.21547e-05)
(-0.000287774,0.000402865)
(-0.000312672,3.32631e-05)
(8.87925e-05,-0.000615344)
(0.000169231,-0.000501537)
(-9.10159e-05,-7.91355e-05)
(-7.61182e-07,-0.000294076)
(0.000310552,-0.000570664)
(0.000158133,-5.68604e-05)
(-0.00024776,0.000493143)
(-0.000240718,0.000205832)
(7.27334e-05,-0.000303415)
(0.000271079,-0.00048668)
(0.00034749,-0.000723169)
(0.000369553,-0.000892021)
(0.000279569,-0.000568934)
(0.000163728,-0.00031198)
(0.000134292,-0.000596635)
(0.000184842,-0.000920161)
(0.000179702,-0.000706993)
(-3.17382e-05,0.000101866)
(-0.000264455,0.000875049)
(-0.000145768,0.000527167)
(0.000174282,-0.000589666)
(0.000212856,-0.000664799)
(1.64542e-05,0.000295137)
(-2.41122e-05,0.000392413)
(9.16883e-05,-0.000298524)
(0.000116833,-0.000213319)
(4.76371e-05,4.77093e-05)
(2.64888e-05,-0.000705532)
(5.9453e-05,-0.00119108)
(7.17072e-05,-0.00032769)
(5.06554e-05,0.00041634)
(4.01842e-05,0.000185463)
(7.40036e-05,0.000104602)
(0.000102055,0.000294185)
(1.83739e-05,-0.000130197)
(-0.000122774,-0.000585455)
(-0.000122728,-0.00018858)
(-6.15569e-06,0.000239716)
(-1.53925e-05,-0.000234038)
(-0.000168474,-0.001046)
(-0.000158215,-0.000906891)
(8.77757e-05,0.000322514)
(0.00020461,0.00107121)
(5.33229e-05,0.000479619)
(1.22026e-05,-1.42878e-05)
(0.00020995,0.000422907)
(0.000273663,0.000595965)
(9.3654e-05,0.000197498)
(1.03634e-05,0.000192294)
(0.000147812,0.000495367)
(0.000221442,0.000391363)
(2.27465e-05,-0.000129132)
(-0.000175671,-0.00050383)
(4.2068e-05,-4.81608e-05)
(0.000496447,0.00100967)
(0.000542305,0.00123507)
(6.02727e-05,0.000167897)
(-0.000253248,-0.000583465)
(8.13017e-05,3.1894e-05)
(0.000515574,0.000790366)
(0.000243884,0.000306556)
(-0.000388734,-0.000660229)
(-0.000329169,-0.000561945)
(0.000302843,0.00029342)
(0.00027646,0.000268405)
(-0.000504796,-0.000708397)
(-0.000791404,-0.00106439)
(-0.000361471,-0.000526199)
(-0.000139025,-0.000233134)
(-0.00014415,-0.000254358)
(0.000280827,0.000180569)
(0.000825872,0.000743644)
(0.000666515,0.000576316)
(-9.9861e-05,-0.000146646)
(-0.00044973,-0.000445028)
(0.000243655,0.000133958)
(0.00107155,0.000786077)
(0.000751337,0.000533815)
(-4.45917e-05,-7.33888e-05)
(0.000287847,0.000141907)
(0.00128038,0.000806781)
(0.00111906,0.000665695)
(-0.000134512,-0.000157861)
(-0.000736605,-0.000507016)
(-0.000191549,-0.0001711)
(0.000245039,4.96003e-05)
(-0.0001513,-0.000175604)
(-0.000554261,-0.00033176)
(-0.000221031,-0.000124427)
(0.000253444,5.16923e-05)
(1.90947e-05,-8.28316e-05)
(-0.000572584,-0.000175541)
(-0.000714991,-1.39561e-05)
(-0.000518994,4.43104e-05)
(-0.000384488,-0.000127296)
(-0.000203451,-0.000173291)
(-3.16079e-05,-4.34227e-05)
(9.18772e-05,2.22377e-05)
(0.000549834,6.47238e-05)
(0.000963702,0.000136699)
(0.000425085,5.08014e-05)
(-0.000450147,-0.000135941)
(-0.000561609,-0.000189971)
(-0.000609182,-0.000177177)
(-0.000960307,-0.000193976)
(-0.000203499,-0.000100233)
(0.00137448,7.55141e-05)
(0.0014258,8.70351e-05)
(0.000134724,-5.40602e-05)
(-0.00032493,-0.000110377)
(4.40332e-05,-4.81476e-05)
(0.00043675,-1.43015e-05)
(0.00118411,-8.06852e-05)
(0.00155179,-0.000168517)
(0.000586583,-9.45722e-05)
(-0.000348701,0.000166407)
(-0.000251852,0.000329154)
(-0.000182665,0.000193918)
(-0.000348268,-3.91042e-05)
(-0.000185047,-8.65692e-05)
(2.08456e-05,-7.95664e-06)
(0.000457274,-0.000102555)
(0.00123439,-0.000342398)
(0.000998664,-0.000295558)
(-0.000323787,4.10456e-05)
(-0.000694952,0.000106203)
(-3.98699e-05,-9.72768e-05)
(-5.75107e-05,1.09031e-05)
(-0.000506896,0.000325513)
(-0.000377164,0.000304153)
(-0.000253599,0.000132262)
(-0.000622621,0.000229024)
(-0.000724061,0.000323486)
(-0.000320893,0.000140787)
(-0.000180567,4.28302e-05)
(-0.000440459,0.00017665)
(-0.000180782,3.14303e-05)
(0.000625115,-0.000427023)
(0.00077249,-0.000497775)
(0.000174607,-0.000117067)
(-6.0369e-05,1.80201e-05)
(7.04613e-05,-0.000124048)
(-4.39278e-05,-4.95178e-06)
(-0.00010015,0.000275303)
(3.68304e-05,0.000315078)
(-0.000125935,0.000238817)
(-0.000248272,9.31839e-05)
(0.000337712,-0.000404427)
(0.000892765,-0.00082407)
(0.000478476,-0.000481679)
(-0.000140359,4.49869e-05)
(-4.00811e-05,-4.20985e-05)
(7.85137e-05,-0.000145253)
(-0.000377853,0.000303663)
(-0.000565254,0.000519409)
(-8.42219e-05,6.66573e-05)
(0.000277703,-0.000320082)
(0.000274988,-0.000343553)
(0.000387736,-0.000436404)
(0.000517707,-0.000516736)
(0.000210408,-0.000159879)
(-0.000275438,0.000356008)
(-0.000319816,0.00037125)
(0.000156621,-0.000325166)
(0.000638595,-0.00113308)
(0.000532712,-0.00101163)
