(-0.000101616,3.24284e-05)
(-0.000435017,0.000572362)
(-0.00016179,0.000191838)
(-2.83529e-06,0.00015412)
(-0.000272945,0.00070841)
(-0.000339378,0.00060215)
(-7.28588e-06,-0.00020814)
(0.000148827,-0.000457908)
(-3.40508e-05,-3.72484e-05)
(-0.000136027,0.000113709)
(-8.68446e-05,9.15536e-05)
(-0.000110635,0.000362929)
(-0.000146148,0.000430699)
(-0.000103064,0.000144307)
(-0.000100212,0.000148413)
(-0.000103844,0.000256978)
(-4.47515e-06,-0.00013205)
(6.53648e-05,-0.000484888)
(1.57105e-06,-0.00024903)
(-6.00311e-05,-1.05111e-05)
(-5.79681e-05,-3.02966e-05)
(-8.72563e-05,0.000288044)
(-0.000128342,0.00055127)
(-8.08186e-05,-0.000202031)
(-1.19596e-06,-0.00122254)
(-8.26555e-06,-0.00115517)
(-5.76221e-05,-0.000426222)
(-6.83195e-05,-0.000123725)
(-5.57969e-05,-0.000309296)
(-4.17161e-05,-0.000404886)
(-3.69056e-05,-3.55026e-05)
(-5.15183e-05,0.000419125)
(-1.47324e-05,0.000344256)
(7.70697e-05,8.30255e-05)
(8.25493e-05,0.000293029)
(8.63482e-06,0.000664956)
(3.97418e-05,0.00072209)
(0.000175087,0.000658823)
(0.000225419,0.000738505)
(0.000130379,0.000763619)
(1.91273e-05,0.000514324)
(-1.45497e-07,0.000256077)
(2.7071e-05,0.000255577)
(4.09391e-05,0.000358527)
(9.51816e-05,0.000494218)
(0.000139576,0.000581373)
(6.86247e-05,0.000367796)
(7.51059e-05,0.000301454)
(0.000244174,0.000734245)
(0.000191758,0.000614303)
(-0.000139243,-0.000457902)
(-0.00022129,-0.000904197)
(-5.3984e-05,-0.000272729)
(-0.000155124,-0.000108827)
(-0.000435179,-0.000681857)
(-0.000413948,-0.000667227)
(-0.000101936,7.89116e-05)
(0.000152535,0.000427605)
(0.000199832,9.26199e-05)
(0.000186339,-7.39147e-05)
(0.000258711,0.000304752)
(0.000244846,0.00051173)
(0.000140272,0.000308121)
(0.000264015,0.000341618)
(0.000288286,0.00041553)
(-0.000331732,-0.000193041)
(-0.000910755,-0.000891542)
(-0.00066984,-0.000814491)
(-0.000136076,-0.000273654)
(0.000217864,0.000241399)
(0.000525388,0.000499422)
(0.000481364,0.000209402)
(-6.03644e-05,-0.000286505)
(-0.000519099,-0.000412199)
(-0.000562488,-0.000326866)
(-0.000212461,-0.000153424)
(0.000326352,0.000225303)
(0.000367287,0.000309038)
(-0.000296934,-0.000162632)
(-0.000807181,-0.0004843)
(-0.000604504,-0.00028608)
(4.48493e-05,4.46297e-05)
(0.000517412,0.000193515)
(0.000158007,3.98054e-05)
(-0.000563799,-0.00020433)
(-0.000322499,-5.06911e-05)
(0.000375698,0.000227957)
(4.3635e-05,-7.73233e-06)
(-0.000487828,-0.000283204)
(4.99396e-05,1.56083e-05)
(0.000456488,0.000245999)
(-0.000148976,-6.83096e-05)
(-0.000373754,-0.000248768)
(0.000391671,5.03343e-05)
(0.000934318,0.000310359)
(0.000582807,0.000239034)
(-6.08317e-05,1.26806e-05)
(-0.000240949,-0.000144711)
(0.000160008,-8.1042e-05)
(0.000572163,0.000114748)
(0.000502705,0.000164241)
(0.000169793,4.92954e-05)
(5.40718e-05,9.01835e-06)
(0.000171561,8.60848e-05)
(0.000189725,9.24342e-05)
(6.146e-05,-1.62747e-05)
(2.33153e-05,-7.05675e-05)
(0.000147083,-3.65872e-06)
(0.00040897,4.78482e-05)
(0.0006385,2.133e-05)
(0.000394893,5.48197e-06)
(-0.00011707,2.52435e-05)
(-1.88812e-05,2.11265e-05)
(0.000577237,-4.2285e-07)
(0.000567545,1.10126e-05)
(-8.93797e-05,5.4627e-05)
(-0.00038182,8.33894e-05)
(4.8125e-05,3.9326e-05)
(0.000599823,-7.17638e-05)
(0.000536267,-9.57927e-05)
(-0.000174894,6.94373e-05)
(-0.000551633,0.000177317)
(-0.000115726,5.28396e-05)
(0.000149628,-1.83948e-05)
(-0.000131992,7.38615e-05)
(-3.4896e-05,3.03062e-05)
(0.000327237,-7.95466e-05)
(0.00012707,1.92751e-05)
(-0.000151385,0.0001092)
(-3.52699e-05,3.84271e-05)
(-0.000262925,0.000143806)
(-0.000885676,0.000434037)
